yyyymm,link
195806,https://download-0016.copernicus-climate.eu/cache-compute-0016/cache/data7/adaptor.mars.internal-1694551544.2549195-12110-9-8f93052e-e56f-43c9-8809-24d70580446b.nc
195807,https://download-0007-clone.copernicus-climate.eu/cache-compute-0007/cache/data6/adaptor.mars.internal-1694551578.586279-1200-7-50d09a9b-2104-47b9-9517-909b275b4398.nc
195808,https://download-0014-clone.copernicus-climate.eu/cache-compute-0014/cache/data4/adaptor.mars.internal-1694551611.4388814-18338-7-1908dbd2-a474-4abf-9d1d-cf9f24538e90.nc
195809,https://download-0019.copernicus-climate.eu/cache-compute-0019/cache/data0/adaptor.mars.internal-1694551646.1038105-4537-6-bcc0f8af-edaa-4937-a74b-4add6d34040e.nc
195810,https://download-0007-clone.copernicus-climate.eu/cache-compute-0007/cache/data1/adaptor.mars.internal-1694551679.221166-365-13-308c1079-8d1d-4c9c-85f5-813959e159f9.nc
195811,https://download-0020.copernicus-climate.eu/cache-compute-0020/cache/data6/adaptor.mars.internal-1694551713.3200417-13159-18-7ad4a3c8-9f38-499e-be16-b86831b19eff.nc
195812,https://download-0004-clone.copernicus-climate.eu/cache-compute-0004/cache/data9/adaptor.mars.internal-1694551747.6557257-28146-14-f1c1f4d6-9449-426e-b961-743eb1f24052.nc
195901,https://download-0016.copernicus-climate.eu/cache-compute-0016/cache/data9/adaptor.mars.internal-1694551780.8288066-15395-1-22abf5a1-61d4-4f7c-9069-4267753f47f7.nc
195902,https://download-0012-clone.copernicus-climate.eu/cache-compute-0012/cache/data8/adaptor.mars.internal-1694551814.538438-23464-9-1bdc0e7e-a4fe-42f7-90f4-f7af4de80374.nc
195903,https://download-0011-clone.copernicus-climate.eu/cache-compute-0011/cache/data6/adaptor.mars.internal-1694551836.6483262-19989-19-54937e12-851a-468f-946b-3bd29a2d1f77.nc
195904,https://download-0015-clone.copernicus-climate.eu/cache-compute-0015/cache/data3/adaptor.mars.internal-1694551870.7490022-21711-11-9d38e0f0-6792-4749-8ef2-8cd057a9edd5.nc
195905,https://download-0007-clone.copernicus-climate.eu/cache-compute-0007/cache/data8/adaptor.mars.internal-1694551898.4803476-1513-15-32c7027e-f7f8-479d-9348-abd4206936d3.nc
195906,https://download-0002-clone.copernicus-climate.eu/cache-compute-0002/cache/data4/adaptor.mars.internal-1694551926.635235-9095-14-646b7c8d-0bb3-45e5-81b8-8cca281b283e.nc
